no,category,product_name,roast_level,grind_type,size,reference_image,online_image_url,product_page_url,new_image_filename,status,designer_notes
11,Specialty-Single-Origins,Ethiopia Utopia,Medium Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/ethiopia-utopia/,,,
12,Specialty-Single-Origins,Guatemala,Dark Roast,Ground,10oz Bag,reference-images/10-oz-Single-Origin-Ground-Guatemala-Oriente.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Single-Origin-Ground-Guatemala-Oriente.jpg,https://jeremiahspick.com/product/guatemala/,,,
13,Specialty-Single-Origins,Guatemala,Dark Roast,Ground,1lb Bag,reference-images/1-lb-Premium-Guatemala-Oriente.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Premium-Guatemala-Oriente.jpg,https://jeremiahspick.com/product/guatemala/,,,
14,Specialty-Single-Origins,Guatemala,Dark Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/guatemala/,,,
15,Specialty-Single-Origins,Guatemala,Dark Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Single-Origin-Guatemala-Oriente.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Single-Origin-Guatemala-Oriente.jpg,https://jeremiahspick.com/product/guatemala/,,,
16,Specialty-Single-Origins,Guatemala,Dark Roast,Whole Bean,1lb Bag,reference-images/1-lb-Premium-Guatemala-Oriente.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Premium-Guatemala-Oriente.jpg,https://jeremiahspick.com/product/guatemala/,,,
17,Specialty-Single-Origins,Guatemala,Dark Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/guatemala/,,,
18,Specialty-Single-Origins,Pick of the Harvest: Organic Chanchamayo Peru,,Ground,10 oz. Bag,reference-images/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://jeremiahspick.com/product/organic-chancamayo/,,,
19,Specialty-Single-Origins,Pick of the Harvest: Organic Chanchamayo Peru,,Ground,1 lb. Bag,reference-images/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://jeremiahspick.com/product/organic-chancamayo/,,,
20,Specialty-Single-Origins,Pick of the Harvest: Organic Chanchamayo Peru,,Ground,5 lb. Bag,reference-images/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://jeremiahspick.com/product/organic-chancamayo/,,,
21,Specialty-Single-Origins,Pick of the Harvest: Organic Chanchamayo Peru,,Whole Beans,10 oz. Bag,reference-images/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://jeremiahspick.com/product/organic-chancamayo/,,,
22,Specialty-Single-Origins,Pick of the Harvest: Organic Chanchamayo Peru,,Whole Beans,1 lb. Bag,reference-images/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://jeremiahspick.com/product/organic-chancamayo/,,,
23,Specialty-Single-Origins,Pick of the Harvest: Organic Chanchamayo Peru,,Whole Beans,5 lb. Bag,reference-images/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://jeremiahspick.com/product/organic-chancamayo/,,,
24,Specialty-Single-Origins,Pick of the Harvest: Organic Maria Elena Sol,,Whole Bean,1lb Bag,reference-images/PICK-OF-THE-HARVEST-ORGANIC-MARIA-ELENA-SOL-1-LB.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/PICK-OF-THE-HARVEST-ORGANIC-MARIA-ELENA-SOL-1-LB.jpg,https://jeremiahspick.com/product/pick-of-the-harvest-organic-maria-elena-sol/,,,
25,Specialty-Single-Origins,Pick of the Harvest: Organic San Juan Intibuca,,Whole Bean,1lb Bag,reference-images/1-lb-Pick-of-the-Harvest-San-Juan.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Pick-of-the-Harvest-San-Juan.jpg,https://jeremiahspick.com/product/pick-of-the-harvest-organic-san-juan-intibuca/,,,
26,Specialty-Single-Origins,Pick of the Harvest: Organic Santa Rosa,,Whole Bean,1lb Bag,reference-images/1-lb-Pick-of-the-Harvest-Organic-Santa-Rosa.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Pick-of-the-Harvest-Organic-Santa-Rosa.jpg,https://jeremiahspick.com/product/pick-of-the-harvest-organic-santa-rosa/,,,
27,Specialty-Single-Origins,Pick of the Harvest: Organic Sierra Madre de Chiapas,,Whole Bean,1lb Bag,reference-images/1-lb-Pick-of-the-Harvest-Organic-Sierra-Madre.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Pick-of-the-Harvest-Organic-Sierra-Madre.jpg,https://jeremiahspick.com/product/pick-of-the-harvest-organic-sierra-madre/,,,
28,Specialty-Single-Origins,Pick of the Harvest: Organic Veracruz,,Whole Bean,1lb Bag,reference-images/1-lb-Pick-of-the-Harvest-Organic-Vera-Cruz.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Pick-of-the-Harvest-Organic-Vera-Cruz.jpg,https://jeremiahspick.com/product/pick-of-the-harvest-organic-veracruz/,,,
29,Specialty-Single-Origins,Pick of the Harvest: Organic Vilcabamba,,Whole Bean,1lb Bag,reference-images/1-lb-Pick-of-the-Harvest-Vilcabamba.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Pick-of-the-Harvest-Vilcabamba.jpg,https://jeremiahspick.com/product/pick-of-the-harvest-organic-vilcabamba/,,,
30,Specialty-Single-Origins,Sumatra Mandheling,Dark Roast,Ground,10oz Bag,reference-images/10-oz-Single-Origin-Ground-Sumatra-Mandheling.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Single-Origin-Ground-Sumatra-Mandheling.jpg,https://jeremiahspick.com/product/sumatra-mandheling/,,,
31,Specialty-Single-Origins,Sumatra Mandheling,Dark Roast,Ground,1lb Bag,reference-images/1-lb-Premium-Sumatra.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Premium-Sumatra.jpg,https://jeremiahspick.com/product/sumatra-mandheling/,,,
32,Specialty-Single-Origins,Sumatra Mandheling,Dark Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/sumatra-mandheling/,,,
33,Specialty-Single-Origins,Sumatra Mandheling,Dark Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Single-Origin-Sumatra-Mandheling.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Single-Origin-Sumatra-Mandheling.jpg,https://jeremiahspick.com/product/sumatra-mandheling/,,,
34,Specialty-Single-Origins,Sumatra Mandheling,Dark Roast,Whole Bean,1lb Bag,reference-images/1-lb-Premium-Sumatra.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Premium-Sumatra.jpg,https://jeremiahspick.com/product/sumatra-mandheling/,,,
35,Specialty-Single-Origins,Sumatra Mandheling,Dark Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/sumatra-mandheling/,,,
36,Specialty-Single-Origins,Tanzania Peaberry,Medium Roast,Whole Bean,12oz Jar,reference-images/JAR-TANZANIA-PEABERRY-MEDIUM-ROAST.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/JAR-TANZANIA-PEABERRY-MEDIUM-ROAST.jpg,https://jeremiahspick.com/product/tanzania-peaberry/,,,
,── Decaffeinated (36 designs) ──,,,,,,,,,,
1,Decaffeinated,Decaf Colombia Supremo,Light Roast,Ground,10oz Bag,reference-images/10-oz-Premium-Ground-Decaf-Columbia-Supremo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Ground-Decaf-Columbia-Supremo.jpg,https://jeremiahspick.com/product/decaf-colombia-supremo/,,,
2,Decaffeinated,Decaf Colombia Supremo,Light Roast,Ground,1lb Bag,reference-images/1-lb-Decaf-Colombia.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-Colombia.jpg,https://jeremiahspick.com/product/decaf-colombia-supremo/,,,
3,Decaffeinated,Decaf Colombia Supremo,Light Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-colombia-supremo/,,,
4,Decaffeinated,Decaf Colombia Supremo,Light Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Decaf-Colombia-Supremo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Decaf-Colombia-Supremo.jpg,https://jeremiahspick.com/product/decaf-colombia-supremo/,,,
5,Decaffeinated,Decaf Colombia Supremo,Light Roast,Whole Bean,1lb Bag,reference-images/1-lb-Decaf-Colombia.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-Colombia.jpg,https://jeremiahspick.com/product/decaf-colombia-supremo/,,,
6,Decaffeinated,Decaf Colombia Supremo,Light Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-colombia-supremo/,,,
7,Decaffeinated,Decaf Espresso,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Premium-Ground-Decaf-Espresso.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Ground-Decaf-Espresso.jpg,https://jeremiahspick.com/product/decaf-espresso/,,,
8,Decaffeinated,Decaf Espresso,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Decaf-Espresso.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-Espresso.jpg,https://jeremiahspick.com/product/decaf-espresso/,,,
9,Decaffeinated,Decaf Espresso,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-espresso/,,,
10,Decaffeinated,Decaf Espresso,Medium Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Decaf-Espresso.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Decaf-Espresso.jpg,https://jeremiahspick.com/product/decaf-espresso/,,,
11,Decaffeinated,Decaf Espresso,Medium Roast,Whole Bean,1lb Bag,reference-images/1-lb-Decaf-Espresso.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-Espresso.jpg,https://jeremiahspick.com/product/decaf-espresso/,,,
12,Decaffeinated,Decaf Espresso,Medium Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-espresso/,,,
13,Decaffeinated,Decaf French Roast,Dark Roast,Ground,10oz Bag,reference-images/10-oz-Premium-Ground-Decaf-French-Roast.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Ground-Decaf-French-Roast.jpg,https://jeremiahspick.com/product/decaf-french-roast/,,,
14,Decaffeinated,Decaf French Roast,Dark Roast,Ground,1lb Bag,reference-images/1-lb-Decaf-French-Roast.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-French-Roast.jpg,https://jeremiahspick.com/product/decaf-french-roast/,,,
15,Decaffeinated,Decaf French Roast,Dark Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-french-roast/,,,
16,Decaffeinated,Decaf French Roast,Dark Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Decaf-French-Roast.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Decaf-French-Roast.jpg,https://jeremiahspick.com/product/decaf-french-roast/,,,
17,Decaffeinated,Decaf French Roast,Dark Roast,Whole Bean,1lb Bag,reference-images/1-lb-Decaf-French-Roast.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-French-Roast.jpg,https://jeremiahspick.com/product/decaf-french-roast/,,,
18,Decaffeinated,Decaf French Roast,Dark Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-french-roast/,,,
19,Decaffeinated,Decaf Mocha Java,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Premium-Ground-Decaf-Mocha-Java.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Ground-Decaf-Mocha-Java.jpg,https://jeremiahspick.com/product/decaf-mocha-java/,,,
20,Decaffeinated,Decaf Mocha Java,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Decaf-Mocha-Java.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-Mocha-Java.jpg,https://jeremiahspick.com/product/decaf-mocha-java/,,,
21,Decaffeinated,Decaf Mocha Java,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-mocha-java/,,,
22,Decaffeinated,Decaf Mocha Java,Medium Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Decaf-Mocha-Java.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Decaf-Mocha-Java.jpg,https://jeremiahspick.com/product/decaf-mocha-java/,,,
23,Decaffeinated,Decaf Mocha Java,Medium Roast,Whole Bean,1lb Bag,reference-images/1-lb-Decaf-Mocha-Java.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-Mocha-Java.jpg,https://jeremiahspick.com/product/decaf-mocha-java/,,,
24,Decaffeinated,Decaf Mocha Java,Medium Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-mocha-java/,,,
25,Decaffeinated,Decaf Private Reserve,Dark Roast,Ground,10oz Bag,reference-images/10-oz-Premium-Ground-Decaf-Private-Reserve.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Ground-Decaf-Private-Reserve.jpg,https://jeremiahspick.com/product/decaf-private-reserve/,,,
26,Decaffeinated,Decaf Private Reserve,Dark Roast,Ground,1lb Bag,reference-images/1-lb-Decaf-Private-Reserve.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-Private-Reserve.jpg,https://jeremiahspick.com/product/decaf-private-reserve/,,,
27,Decaffeinated,Decaf Private Reserve,Dark Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-private-reserve/,,,
28,Decaffeinated,Decaf Private Reserve,Dark Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Decaf-Private-Reserve.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Decaf-Private-Reserve.jpg,https://jeremiahspick.com/product/decaf-private-reserve/,,,
29,Decaffeinated,Decaf Private Reserve,Dark Roast,Whole Bean,1lb Bag,reference-images/1-lb-Decaf-Private-Reserve.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-Private-Reserve.jpg,https://jeremiahspick.com/product/decaf-private-reserve/,,,
30,Decaffeinated,Decaf Private Reserve,Dark Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-private-reserve/,,,
31,Decaffeinated,Organic Water Process Decaf,Dark Roast,Ground,10oz Bag,reference-images/10-oz-Organic-Water-Pressed-Decaf-Ground.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Organic-Water-Pressed-Decaf-Ground.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
32,Decaffeinated,Organic Water Process Decaf,Dark Roast,Ground,1lb Bag,reference-images/1-lb-Organic-Water-Processed-Decaf.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Water-Processed-Decaf.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
33,Decaffeinated,Organic Water Process Decaf,Dark Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
34,Decaffeinated,Organic Water Process Decaf,Dark Roast,Whole Bean,10oz Bag,reference-images/10-oz-Organic-Water-Pressed-Decaf.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/05/10-oz-Organic-Water-Pressed-Decaf.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
35,Decaffeinated,Organic Water Process Decaf,Dark Roast,Whole Bean,1lb Bag,reference-images/1-lb-Organic-Water-Processed-Decaf.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Water-Processed-Decaf.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
36,Decaffeinated,Organic Water Process Decaf,Dark Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
,── Flavored-Coffees (38 designs) ──,,,,,,,,,,
1,Flavored-Coffees,Chocatal,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Premium-Ground-Chocotal.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Ground-Chocotal.jpg,https://jeremiahspick.com/product/chocatal/,,,
2,Flavored-Coffees,Chocatal,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Premium-Chocatal.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Premium-Chocatal.jpg,https://jeremiahspick.com/product/chocatal/,,,
3,Flavored-Coffees,Chocatal,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/chocatal/,,,
4,Flavored-Coffees,Chocolate Raspberry,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Premium-Ground-Chocolate-Raspberry.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Ground-Chocolate-Raspberry.jpg,https://jeremiahspick.com/product/chocolate-raspberry/,,,
5,Flavored-Coffees,Chocolate Raspberry,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Chocolate-Raspberry.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Chocolate-Raspberry.jpg,https://jeremiahspick.com/product/chocolate-raspberry/,,,
6,Flavored-Coffees,Chocolate Raspberry,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/chocolate-raspberry/,,,
7,Flavored-Coffees,Chocolate Raspberry,Medium Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Chocolate-Raspberry.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Chocolate-Raspberry.jpg,https://jeremiahspick.com/product/chocolate-raspberry/,,,
8,Flavored-Coffees,Chocolate Raspberry,Medium Roast,Whole Bean,1lb Bag,reference-images/1-lb-Chocolate-Raspberry.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Chocolate-Raspberry.jpg,https://jeremiahspick.com/product/chocolate-raspberry/,,,
9,Flavored-Coffees,Chocolate Raspberry,Medium Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/chocolate-raspberry/,,,
10,Flavored-Coffees,Cookie Dough,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Premium-Ground-Cookie-Dough.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Ground-Cookie-Dough.jpg,https://jeremiahspick.com/product/cookie-dough/,,,
11,Flavored-Coffees,Cookie Dough,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Cookie-Dough.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Cookie-Dough.jpg,https://jeremiahspick.com/product/cookie-dough/,,,
12,Flavored-Coffees,Cookie Dough,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/cookie-dough/,,,
13,Flavored-Coffees,Cookie Dough,Medium Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Cookie-Dough.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Cookie-Dough.jpg,https://jeremiahspick.com/product/cookie-dough/,,,
14,Flavored-Coffees,Cookie Dough,Medium Roast,Whole Bean,1lb Bag,reference-images/1-lb-Cookie-Dough.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Cookie-Dough.jpg,https://jeremiahspick.com/product/cookie-dough/,,,
15,Flavored-Coffees,Cookie Dough,Medium Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/cookie-dough/,,,
16,Flavored-Coffees,Hazelnut,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Premium-Ground-Hazelnut.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Ground-Hazelnut.jpg,https://jeremiahspick.com/product/hazelnut/,,,
17,Flavored-Coffees,Hazelnut,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Hazelnut.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Hazelnut.jpg,https://jeremiahspick.com/product/hazelnut/,,,
